support,itemsets
0.0006678333272159344,frozenset({'Uncured Hard Salami'})
0.004676699615599243,frozenset({'Organic Salted Butter'})
0.00098013172522469,frozenset({'Organic Promise Strawberry Fields Cereal'})
0.002589837113367429,frozenset({'Organic Shredded Mild Cheddar'})
0.0011509004707493979,frozenset({'Garbanzo Beans'})
0.0007409310598175854,frozenset({'Organic Honey Mustard'})
0.0011950701644916721,frozenset({'Healthy Grains Oats & Honey Clusters with Toasted Coconut Gluten Free'})
0.0007228899173031354,frozenset({'Heavy Duty Scrub Sponges'})
0.0068422588256958124,frozenset({'Organic Diced Tomatoes'})
0.0010818464425044342,frozenset({'YoKids Squeeze Organic Blueberry Blue Yogurt'})
0.0006298847170993326,frozenset({'Premium Sliced Bacon'})
0.0009819980503123916,frozenset({'Coconut Yogurt'})
0.0006749875733854578,"frozenset({""Annie's Bunny Fruit Snacks Variety""})"
0.000811851413150251,frozenset({'Apricots'})
0.0011717411008954006,frozenset({'Philadelphia Cream Cheese'})
0.003710876382713599,frozenset({'Organic Fresh Basil'})
0.0007888334037352631,frozenset({'Extra Dark Chocolate Baking Chips'})
0.000900501854816083,frozenset({'100% Oatnut Bread'})
0.002320464192375813,frozenset({'Shells & Real Aged Cheddar Macaroni & Cheese'})
0.0007984760833550553,frozenset({'Hickory Smoked Turkey Breast'})
0.0015963300583475433,frozenset({'Turkey Bacon'})
0.005505347954538809,frozenset({'Mango Chunks'})
0.0010062602764525142,frozenset({'Pinot Grigio'})
0.001081224334141867,frozenset({'Mini Watermelon'})
0.00345581195406103,frozenset({'Natural Artisan Water'})
0.001361173097297126,frozenset({'Organic Whole Grain Oatmeal Cereal Baby Food'})
0.0008345583683839553,frozenset({'Crunchy Organic Dark Roasted Peanut Butter'})
0.0022063073078447243,frozenset({'Kidz All Natural Baked Chicken Nuggets'})
0.001305183344666074,"frozenset({'""Select-A-Size Paper Towels, White, 2 Huge Rolls = 5 Regular Rolls  Towels/Napkins""'})"
0.001077802738147747,frozenset({'Cream Top Smooth & Creamy Plain Yogurt'})
0.0008339362600213881,frozenset({'Plain Better Than Cream Cheese'})
0.0032716678787411265,frozenset({'Organic Orange Bell Pepper'})
0.0010731369254284927,frozenset({'American Cheese Slices 12 Count'})
0.000729733109291375,frozenset({'Tortilla Strips Restaurant Style'})
0.0008830828206642002,frozenset({'Organic Turmeric'})
0.0015985074376165286,frozenset({'Crunchy Peanut Butter'})
0.0009067229384417554,frozenset({'Organic Vanilla Chip Chewy Granola'})
0.0006762317901105922,frozenset({'Organic Hass Avocado Bag'})
0.0008370468018342243,frozenset({'Buttermilk Biscuits'})
0.001320113945367688,frozenset({'Ice Bag'})
0.0006930287158999078,frozenset({'Plain Soymilk Creamer'})
0.0024112920133106306,frozenset({'Mini Cucumbers'})
0.0006908513366309224,frozenset({'Strawberry and Banana Fruit Puree'})
0.0006669001646720836,frozenset({'Organic Baby Lettuces'})
0.008707028642491121,frozenset({'Organic Milk'})
0.0017145306472353193,frozenset({'Organic Peeled & Cooked Beets'})
0.0007714143695833803,frozenset({'Low Fat Cottage Cheese'})
0.004167192866656671,frozenset({'2% Reduced Fat DHA Omega-3 Reduced Fat Milk'})
0.0014840394989041562,frozenset({'Organic Acai Berry Smoothie Packs'})
0.0027173693276937136,"frozenset({'""Parsley, Italian (Flat), New England Grown""'})"
0.0021332095752430733,frozenset({'Cherry Pomegranate Greek Yogurt'})
0.0007567948230630501,frozenset({'Beyond Beef Fiesty Crumble'})
0.0007291110009288078,frozenset({'15 Grain Whole Grain Bread'})
0.0018445512950118728,"frozenset({""Major Dickason's Blend Ground Coffee Dark Roast""})"
0.002422489963836841,frozenset({'White Cheddar Popcorn'})
0.0007536842812502139,frozenset({'Mango Sorbet'})
0.0007539953354314975,frozenset({'All Natural No Stir Creamy Almond Butter'})
0.0008952139337342614,frozenset({'Peach-Pear Sparkling Water'})
0.0014740857651030803,frozenset({'Organic Large Grade A Eggs'})
0.000693650824262475,frozenset({'Instant Coffee'})
0.0007574169314256173,frozenset({'Organic Sensible Sipper Apple Juice'})
0.0007452858183555561,frozenset({'Whole Wheat Cookies Dark Chocolate'})
0.007230143389756488,frozenset({'Organic 2% Reduced Fat Milk'})
0.0006463705887073646,frozenset({'Organic Gluten Free Quinoa Spaghetti'})
0.0035139790859610672,frozenset({'Organic Chicken Broth'})
0.0008809054413952148,"frozenset({'""The \\""""World\'s Best\\"""" Veggie Burger""'})"
0.0007866560244662777,frozenset({'Low Fat Kefir Cultured Milk Smoothie Lowfat Probiotic Blueberry'})
0.0008833938748454838,frozenset({'Fresh Ciliegine Mozzarella Cheese'})
0.0009760880208680029,frozenset({'Plus Cranberry Almond + Antioxidants with Macadamia Nuts Bar'})
0.0061731812817547435,frozenset({'Unsalted Pure Irish Butter'})
0.005670828778981695,frozenset({'Sustainably Soft Bath Tissue'})
0.002729500440763775,frozenset({'Almond Nut & Rice Cracker Snacks'})
0.0011216613777087375,frozenset({'Natural Cane Turbinado Sugar'})
0.0025649527788647393,frozenset({'Sauvignon Blanc'})
0.001968350859162754,frozenset({'Angel Hair Pasta'})
0.0013453093340516612,frozenset({'Large Brown Grade AA Eggs'})
0.003292197454705845,frozenset({'Organic Frozen Mango Chunks'})
0.0009368951940262667,frozenset({'Vitamin C Super Orange Dietary Supplement'})
0.0006015787866025231,frozenset({'Peppermint'})
0.007919128401299708,frozenset({'Yellow Bell Pepper'})
0.0008566432152550924,"frozenset({'""Muffins, Mini, Flax, Chocolate Brownie""'})"
0.000791321837185532,frozenset({'Organic Ground Flaxseed'})
0.003245539327513302,frozenset({'Whole Milk Ricotta Cheese'})
0.00255126639488826,frozenset({'Organic Blueberry Waffles'})
0.0011471678205739945,frozenset({'Organic SprouTofu Savory Baked Tofu'})
0.0011309930031472462,frozenset({'60% Cacao Bittersweet Premium Baking Chips'})
0.0017114201054224832,frozenset({'Mint Chip'})
0.0008068745462497131,frozenset({'Meyer Lemons'})
0.0008588205945240778,frozenset({'3 lb Clementines'})
0.0027969991981023207,frozenset({'Taco Seasoning'})
0.0032542488445892435,frozenset({'Naturals Chicken Nuggets'})
0.0017070653468845124,frozenset({'Organic 85% Cacao Dark Chocolate Bar'})
0.0007101366958705069,frozenset({'Natural Deli Style Sliced Swiss Cheese'})
0.0008557100527112416,frozenset({'Rice Krispies Cereal'})
0.0006625454061341128,frozenset({'Shaved Parmesan'})
0.0006908513366309224,frozenset({'Ultra Plush 3 ply Toilet Paper 12 Double Rolls'})
0.0011166845108081997,frozenset({'Tomato Basil Marinara Sauce'})
0.0012134223611874057,frozenset({'Lavender Floral & Mint Natural Dish Liquid'})
0.0008006534626240407,frozenset({'Lemon Cake Ice Cream'})
0.0022031967660318882,frozenset({'Gluten Free SpongeBob Spinach Littles'})
0.0007664375026828423,frozenset({'Mayonnaise'})
0.0009213424849620856,frozenset({'First Prunes'})
0.0007306662718352259,frozenset({'Complete™ ActionPacs™ Fresh Scent Dishwasher Detergent'})
0.0019630629380809326,frozenset({'Organic Greek Lowfat Yogurt With Strawberries'})
0.000884015983208051,frozenset({'Mango Sparkling Water'})
0.0015919752998095726,frozenset({'Gluten Free Pretzel Sticks'})
0.001604728521242201,frozenset({'Organic Reduced Fat Omega-3 Milk'})
0.0010519852411012063,frozenset({'Uncured Hickory Smoked Bacon'})
0.0006892960657245043,frozenset({'Brownberry Natural Wheat Bread'})
0.004149462778323505,frozenset({'Organic Original Hommus'})
0.000628018392011631,frozenset({'Poppy Seed Dressing'})
0.002531358927286108,frozenset({'Organic Green Onions'})
0.0039519433732084054,frozenset({'Organic Good Seed Bread'})
0.0007720364779459475,frozenset({'Mango Tango Fruit Smoothie Blend'})
0.002350947502141608,"frozenset({'""Milk, Reduced Fat, 2% Milkfat""'})"
0.005655898178280082,frozenset({'Pure Coconut Water'})
0.0007113809125956414,frozenset({'Regular'})
0.0012037796815676136,frozenset({'Beyond Beef Beefy Crumble'})
0.0007480853059871087,frozenset({'Natural Anticavity Silly Strawberry Fluoride Toothpaste for Children'})
0.0021266774374361173,frozenset({'Broccoli & Apple Stage 2 Baby Food'})
0.0010768695756038962,frozenset({'Lavender Dish Soap'})
0.002531358927286108,frozenset({'Organic Short Grain Brown Rice'})
0.0007661264485015587,frozenset({'Red Onions'})
0.001639255535364683,frozenset({'Mini Seedless Watermelon Pack'})
0.0007981650291737717,frozenset({'Black Tea Pyramids'})
0.003272601041284977,frozenset({'Mozzarella String Cheese'})
0.0009748438041428685,frozenset({'Original English Muffins'})
0.0012367514247836773,frozenset({'Cinnamon Swirl Raisin Bread'})
0.000696139257712744,frozenset({'White Cheddar Snack Crackers Cheddar Bunnies'})
0.0016946231796331676,frozenset({'Organic Russet Potato Bag'})
0.003962208161190765,frozenset({'Organic Whole Kernel Sweet Corn No Salt Added'})
0.0007804349408406053,frozenset({'Organic Eggplant'})
0.001133481436597515,frozenset({'Diet Dr.Pepper Soda Pack'})
0.0013481088216832136,frozenset({'Organic Lightly Salted Sea Salt Thin & Crispy Restaurant Style Tortilla Chips'})
0.0037752645982393087,"frozenset({'""Organic Butterhead (Boston, Butter, Bibb) Lettuce""'})"
0.0009959954884701547,frozenset({'Classic Whipped Cream'})
0.002286248232434615,frozenset({'Pineapple'})
0.0006541469432394551,frozenset({'Black Beans Reduced Sodium'})
0.0007188462129464483,frozenset({'Organic Diced Fire Roasted Tomatoes'})
0.0024800349873743107,frozenset({'Unsweetened Coconut Milk Beverage'})
0.0007020492871571328,frozenset({'Milk Whole'})
0.004258642795954056,frozenset({'Baked Aged White Cheddar Rice and Corn Puffs'})
0.0012118670902809877,frozenset({'Organic Whole Milk French Vanilla Yogurt'})
0.0008326920432962536,"frozenset({""S'mores Luna Bar""})"
0.0009291188394941762,frozenset({'Organic Roasted Red Pepper & Tomato Soup'})
0.0010165250644348736,frozenset({'Original Baked Snack Crackers'})
0.0009297409478567434,frozenset({'Cheese Enchilada Meal'})
0.001544072955891895,frozenset({'Original Whole Fat Lactose Free Milk'})
0.001547494551886015,frozenset({'Pink Lady Apples'})
0.0010168361186161572,frozenset({'Hampshire 100% Natural Sour Cream'})
0.0007238230798469862,frozenset({'Olive Oil Cooking Spray'})
0.000882460712301633,"frozenset({'""Coconut Water, Pure Organic""'})"
0.0007518179561625121,frozenset({'Organic Brussels Sprouts'})
0.0019465770664729007,frozenset({'Organic Sprouted English Muffin'})
0.0012134223611874057,frozenset({'Deli Fresh Smoked Turkey Breast'})
0.0006672112188533672,frozenset({'Organic Sweet Relish'})
0.0013421987922388248,frozenset({'Mountain Spring Water'})
0.001136903032591635,frozenset({'Corn Maize Tortillas'})
0.0036408891919247847,frozenset({'Organic Honey Sweet Whole Wheat Bread'})
0.001395389057238324,frozenset({'Hearty Grains 100% Whole Wheat English Muffins'})
0.005705044738922894,frozenset({'Organic Broccoli Crowns'})
0.011811660425882943,frozenset({'100% Raw Coconut Water'})
0.0007328436511042112,frozenset({'Tater Puffs'})
0.0010862012010424047,frozenset({'Roasted Salted Peanuts'})
0.002335394793077427,frozenset({'Natural Sharp Cheddar Sliced Cheese'})
0.00177643042931076,frozenset({'Bosc Pear'})
0.0019291580323210179,frozenset({'Hazelnut Spread With Skim Milk & Cocoa'})
0.0007325325969229276,frozenset({'Organic Red Heirloom Pasta Sauce'})
0.0032184776137416274,frozenset({'Mint'})
0.0008973913130032468,frozenset({'Whole Grain Loaf'})
0.0019073842396311643,frozenset({'Whole Grain Oat Cereal'})
0.0021730245104473766,frozenset({'Arancita Rossa'})
0.001997901006384698,frozenset({'Frozen Organic Blueberries'})
0.0013994327615950112,frozenset({'Spanish Rice Pilaf Mix'})
0.0008280262305769993,"frozenset({'""Ravioli, Spinach & Cheese""'})"
0.01108379364167927,frozenset({'Whole Milk'})
0.001463509922939437,frozenset({'Mild Cheddar Cheese'})
0.0008417126145534786,frozenset({'Vegan Cheddar Style Cheese Slices'})
0.0006105993578597482,frozenset({'Cool Mint Chocolate'})
0.0008622421905181976,frozenset({'Artichoke Hearts'})
0.0009804427794059736,frozenset({'Solid White Albacore Tuna In Water'})
0.0011313040573285298,frozenset({'Extralean Ground Turkey Breast'})
0.0010880675261301066,frozenset({'Organic Chocolate Almondmilk Pudding'})
0.0025139398931342256,frozenset({'Garlic & Fine Herbs Gournay Cheese'})
0.0007238230798469862,frozenset({'Bag of Oranges'})
0.0007711033154020967,frozenset({'Organic Flax Plus Multibran Flakes'})
0.0038041926370986855,frozenset({'Organic Beef Uncured Hot Dogs'})
0.0011561883918312194,frozenset({'Organic Mushroom & Olive Pizza'})
0.0014768852527346327,frozenset({'Organic Skim Milk with DHA Omega-3'})
0.002615343556232686,frozenset({'Organic Raw Unfiltered Apple Cider Vinegar'})
0.001540651359897775,frozenset({'Pink Lady Apple Kombucha'})
0.003965629757184885,frozenset({'Toasted Coconut Almondmilk Blend'})
0.0008675301116000192,frozenset({'Vegetarian Organic Golden Corn'})
0.0006441932094383792,frozenset({'Italian Sparkling Pomegranate And Orange Soda'})
0.0009138771846112787,frozenset({'Rainier Cherries'})
0.004054280198850717,frozenset({'English Seedless Cucumber'})
0.000909522426073308,frozenset({'Baked Snack Crackers Original'})
0.0006236636334736602,frozenset({'Mango Sorbet Pops'})
0.0007263115132972552,frozenset({'Quick 1 Minute Oatmeal'})
0.0012834095519762205,frozenset({'Italian Dry Salame'})
0.0008165172258695053,frozenset({'All Natural French Toast Sticks'})
0.022758901281978702,frozenset({'Yellow Onions'})
0.003107120216842091,frozenset({'Raspberry Preserves'})
0.0010566510538204607,frozenset({'Imported Mineral Water'})
0.0007561727147004828,frozenset({'Red Cabbage'})
0.002274117119364554,frozenset({'Broccoli Florettes'})
0.0011645868547258773,frozenset({'Wheat Thins Reduced Fat Crackers'})
0.0015925974081721398,frozenset({'Original Coconut Milk Creamer'})
0.0014740857651030803,frozenset({'Panda Puffs Peanut Butter Cereal'})
0.002501808780064164,frozenset({'Wild Berry Smoothie'})
0.0017639882620594152,frozenset({'Baby Portabella Mushrooms'})
0.01131148530237888,frozenset({'Shredded Parmesan'})
0.0008236714720390286,frozenset({'Greek Whole Milk Blended Blueberry Yogurt'})
0.0010009723553706927,frozenset({'Stage 1 Apples & Strawberries Organic Pureed Baby Food'})
0.0010118592517156194,frozenset({'Broccoli Rabe'})
0.0008662858948748846,frozenset({'Mini Peeled Carrots'})
0.025720759196161343,frozenset({'Seedless Red Grapes'})
0.0013916564070629207,frozenset({'Vanilla Bean Ice Cream'})
0.0024448858648892617,frozenset({'Vanilla Almond Breeze'})
0.0017061321843406616,frozenset({'Large Pineapple Chunks'})
0.006456862695085406,frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'})
0.001905206860362179,frozenset({'Yotoddler Organic Pear Spinach Mango Yogurt'})
0.000843889993822464,frozenset({'37% Less Sodium Soy Sauce'})
0.0007760801823026345,frozenset({'Organic Cottage Cheese Classic'})
0.0006849413071865336,frozenset({'Organic  Sweet & Salty Peanut Pretzel Granola Bars'})
0.0011051755061007057,frozenset({'Dark Red Kidney Beans No Salt Added'})
0.008254133754542169,frozenset({'Green Onions'})
0.001910183727262717,frozenset({'Medium Salsa Roja'})
0.0008370468018342243,frozenset({'Easy Open TabsBags'})
0.0012283529618890197,frozenset({'Original Syrup'})
0.0025304257647422576,frozenset({'Cauliflower Florets'})
0.0189170710889447,frozenset({'100% Whole Wheat Bread'})
0.001044208886569116,frozenset({'Mexican Style Taco Shredded Cheese'})
0.0015854431620026166,"frozenset({'""Peach,  Apricot & Banana Stage 2 Baby Food""'})"
0.0010445199407503995,frozenset({'Organic Medium Brown Eggs'})
0.00164672083571549,frozenset({'Organic Vanilla Soymilk'})
0.00386640347335541,frozenset({'Organic Thompson Seedless Raisins'})
0.003157199940028754,frozenset({'Dried Mango'})
0.004159416512124581,frozenset({'Organic Bunny Fruit Snacks Berry Patch'})
0.0007483963601683923,frozenset({'Organic Infant Formula With Iron'})
0.0076314032836123594,frozenset({'Watermelon Chunks'})
0.0025360247400053625,frozenset({'Spaghetti  No 12'})
0.0017888725965621048,frozenset({'Blueberry Muffin Bar'})
0.003832498567595495,frozenset({'Sparkling Water'})
0.000686185523911668,frozenset({'Brown Extra Large Grade AA Eggs'})
0.0007381315721860328,frozenset({'Roasted Salted Almonds'})
0.003328590793916029,frozenset({'Gluten Free Dark Chocolate Chunk Chewy with a Crunch Granola Bars'})
0.0020352275081387326,frozenset({'Monterey Jack Cheese'})
0.0032047912297651477,frozenset({'Organic No Salt Added Diced Tomatoes'})
0.0009540031739968658,frozenset({'Organic Mint Bunch'})
0.0008721959243192734,frozenset({'Organic Capellini'})
0.0013810805648992776,frozenset({'Country White Bread'})
0.0011372140867729186,frozenset({'Boneless Beef Chuck Roast'})
0.0007067150998763871,frozenset({'Deluxe Everything Bagels'})
0.001269101059637174,frozenset({'1 Liter'})
0.0015972632208913942,frozenset({'Prosciutto'})
0.0020840630146002613,frozenset({'Margherita Pizza'})
0.015248187020704388,frozenset({'Small Hass Avocado'})
0.001540651359897775,frozenset({'Organic Zucchini Spirals'})
0.0034461692744412378,frozenset({'Green Tea With Ginseng and Honey'})
0.002333839522171009,frozenset({'Butter'})
0.009623083206371385,frozenset({'Italian Sparkling Mineral Water'})
0.0017359933857438892,frozenset({'Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food'})
0.0012348850996959757,frozenset({'Organic Homogenized Whole Milk'})
0.0007683038277705441,frozenset({'Large Brown Free Range Eggs Grade A'})
0.0007552395521566319,frozenset({'Organic SprouTofu Silken Tofu'})
0.0010821574966857178,frozenset({'Roasted Sesame Seaweed Snacks'})
0.0026878191804717696,frozenset({'YoBaby Peach Pear Yogurt'})
0.0007107588042330742,frozenset({'Cheddar Puffs'})
0.0007745249113962165,frozenset({'Okra'})
0.000914499292973846,frozenset({'Organic Green Peas'})
0.0006121546287661663,frozenset({'Sesame Seed'})
0.002959369480732371,frozenset({'Reduced Fat Milk'})
0.0019058289687247463,frozenset({'Cauliflower'})
0.001438936642618031,frozenset({'Sea Salt Fine Crystals'})
0.0012442167251344842,frozenset({'Vanilla Soy Creamer'})
0.00475975108200197,frozenset({'Organic Turkey Bacon'})
0.00265951324997496,frozenset({'Organic Red Potatoes'})
0.0008933476086465598,frozenset({'Gluten Free Multi Seed Rice Thin Crackers'})
0.0010218129855166951,frozenset({'Gluten Free Mushroom Risotto Bowl'})
0.001532563951184401,frozenset({'Heavy Cream'})
0.0007334657594667785,frozenset({'Free and Gentle High Efficiency Liquid Laundry Detergent'})
0.0015848210536400494,frozenset({'Total Plain Greek Strained Yogurt'})
0.0011571215543750705,frozenset({'Organic SprouTofu Teriyaki Tofu Cutlets'})
0.003272601041284977,frozenset({'Organic Chicken Stock'})
0.0038698250693495295,frozenset({'Grade A Large White Eggs'})
0.014880520978427148,frozenset({'Organic Reduced Fat 2% Milk'})
0.0011732963718018186,frozenset({'House Blend Deep Roast Ground Coffee'})
0.0050250802986368985,frozenset({'White Onion'})
0.0008239825262203122,frozenset({'Baby Carrots'})
0.0006578795934148586,frozenset({'Organic Celery'})
0.027293760190912616,frozenset({'Organic Lemon'})
0.0007978539749924881,frozenset({'Organic Strawberry Lemonade'})
0.000884949145751902,frozenset({'Royal Gala Apples'})
0.0007934992164545173,frozenset({'Organic Tarragon'})
0.0007770133448464855,frozenset({'Single Serve Cheese Pizza'})
0.0009042345049914864,"frozenset({'""Honest Face, Hand, & Baby Wipes""'})"
0.0009148103471551296,frozenset({'Wild Caught Frozen Sockeye Salmon Fillet'})
0.0018868546636664455,frozenset({'Four Cheese Thin Crust Pizza'})
0.0010491857534696539,frozenset({'Spicy Avocado Hummus'})
0.0019176490276135239,frozenset({'Bok Choy'})
0.0015319418428218338,frozenset({'Traditional Refried Beans'})
0.0008700185450502882,frozenset({'Organic Baby Romaine'})
0.007026713955197,frozenset({'Boneless Skinless Chicken Breast'})
0.0010165250644348736,frozenset({'Eggo Chocolate Chip Waffles'})
0.0012187102822692273,frozenset({'Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars'})
0.0010199466604289935,frozenset({'Farfalle No. 93'})
0.004748864185657043,frozenset({'Whole Milk Plain Yogurt'})
0.0006557022141458732,frozenset({'Mediterranee Strawberry Yogurt'})
0.0015723788863887045,frozenset({'Original Fresh Stack Crackers'})
0.001100820747562735,frozenset({'Low Sodium Beef Broth'})
0.0015101680501319803,frozenset({'Natural Artesian Bottled Water'})
0.009593844113330724,frozenset({'Clementines'})
0.004794900204487019,frozenset({'Raisin Bran Cereal'})
0.0014989700996057699,frozenset({'Organic Fancy Shredded Mozzarella Cheese'})
0.0006516585097891862,frozenset({'Bite Size Tortilla Chips'})
0.0008137177382379527,frozenset({'Kitchen Scrubber Sponge'})
0.0010190134978851427,frozenset({'Organic Avocados'})
0.0007138693460459104,frozenset({'Half and Half'})
0.0021829782442484525,frozenset({'Organic & Raw Strawberry Serenity Kombucha'})
0.0006121546287661663,frozenset({'Ezekiel 4:9 Flax Sprouted Grain Bread'})
0.0008423347229160458,frozenset({'Organic Fire Roasted Corn'})
0.0011263271904279918,frozenset({'Cheese Puffs Original'})
0.0008015866251678915,frozenset({'Light & Lean Pasta & Veggie Bowl'})
0.0006208641458421076,frozenset({'Vanilla Sandwich Creme Cookies'})
0.0006121546287661663,frozenset({'Organic Soft White Bread'})
0.0012638131385553524,frozenset({'Brown Eggs'})
0.0010199466604289935,"frozenset({'""Pizza Poppers, Three Cheese""'})"
0.0020174974198055662,frozenset({'Unsweetened Almond Milk'})
0.004783080145598241,frozenset({'Mini Original Babybel Cheese'})
0.001157432608556354,frozenset({'Soft Potato Bread'})
0.0010544736745514754,frozenset({'All Whites 100% Egg Whites'})
0.0010224350938792624,frozenset({'Smartfood White Cheddar Cheese Popcorn'})
0.0011928927852226869,frozenset({'Bag of Lemons'})
0.00259077027591128,frozenset({'Backyard Barbeque Potato Chips'})
0.0007990981917176225,frozenset({'Oh My Yog! Madagascar Vanilla Trilayer Yogyurt'})
0.0022797160946276588,frozenset({'Organic YoKids Very Berry Smoothies'})
0.0006236636334736602,frozenset({'Organic Baby Food Banana Beet & Blueberry'})
0.0006535248348768878,frozenset({'Fridge and Freezer Baking Soda Pack'})
0.0008115403589689673,frozenset({'Snacks Mango'})
0.002039893320857987,frozenset({'Mozzarella Cheese'})
0.002745053149827956,frozenset({'No Pulp Calcium & Vitamin D Pure Orange Juice'})
0.0006684554355785016,frozenset({'Organic Brown Rice Crisps Cereal'})
0.0016806257414754046,frozenset({'Organic California Style Sprouted Bread'})
0.0030234466420767966,frozenset({'Organic Braeburn Apple'})
0.0011101523730012435,frozenset({'Cheese Ravioli with Sauce Bowls'})
0.000859442702886645,frozenset({'Organic Iced Green Tea'})
0.0013745484270923215,frozenset({'Brown Fertile Large Grade AA Eggs'})
0.0006152651705790025,frozenset({'Revive Zero Vitamin Water'})
0.0009568026616284184,frozenset({'Diet Pepsi Pack'})
0.0045028203282616985,frozenset({'Organic Iceberg Lettuce'})
0.0006292626087367654,frozenset({'Raisin Bran'})
0.0031292050637132278,frozenset({'Organic Original Almond Milk'})
0.000921031430780802,frozenset({'World Cuisine Certified Halal Chicken Tikka Masala With Basmati Rice'})
0.0013263350289933603,frozenset({'Organic White Basmati Rice'})
0.001320113945367688,frozenset({'Dishwasher Gel Free & Clear'})
0.005483574161848956,frozenset({'Organic Tomato Paste'})
0.0006529027265143206,"frozenset({'""Sparkling Mineral Water, Natural Lemon Flavor""'})"
0.0006012677324212395,frozenset({'Peanut Butter Ice Cream Cup'})
0.0009521368489091641,frozenset({'Pecorino Romano'})
0.0018457955117370075,frozenset({'Low Fat Plain Yogurt'})
0.0011891601350472833,frozenset({'Organic Cheddar Bunnies'})
0.000841401560372195,frozenset({'Ciabatta'})
0.0006003345698773887,frozenset({'Large Enriched Bread'})
0.0023241968425512165,frozenset({'Light Semisoft Cheese'})
0.002603834551525192,frozenset({'Traditional Plain Greek Yogurt'})
0.0039342132848752395,frozenset({'Organic Whipped Naturally Buttery Spread'})
0.0006952060951688931,frozenset({'Mini Babybel Mozzarella Cheese'})
0.0014949263952490827,frozenset({'Chopped Pecans'})
0.0011263271904279918,frozenset({'Rosemary Mini Croccantini'})
0.0006995608537068638,frozenset({'Organic Hazelnut Spread'})
0.00083238098911497,frozenset({'Dark Blackout Organic Chocolate'})
0.001094288609755779,frozenset({'Natural Lime Flavor Sparkling Mineral Water'})
0.0012348850996959757,frozenset({'Herb Crackers'})
0.0011767179677959385,"frozenset({'""Salsa, Roja, Hot""'})"
0.001166453179813579,frozenset({'Gluten-Free Red Hot Blues Made with Organic Blue  Corn Tortilla Chips'})
0.0007160467253148957,frozenset({'Chocolate Peppermint Stick Bar'})
0.0010165250644348736,frozenset({'Sweet Red Grape Tomatoes'})
0.0012970959359527,frozenset({'Pinto Beans No Salt Added'})
0.002544112148718737,frozenset({'Garlic Hummus'})
0.0006799644402859956,frozenset({'Mediterranean Thin Crust Pizza'})
0.002939462013130219,frozenset({'Organic Vanilla Extract'})
0.0038800898573318893,frozenset({'Whole Almonds'})
